array,kHAP,imputed,SNP.Ref.Only,SNP.Ref.Samp,SNP.Samp.Only,TOTAL,Retained.After.Filt,Typed.hg.Conc,Imputed.hg.Conc
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,100,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,250,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,500,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
NA,1000,FALSE,NA,NA,NA,NA,NA,NA,NA
